meanfreq,sd,median,Q25,IQR,sp.ent,sfm,centroid,meanfun,meandom,label
0.130483909,0.08146291,0.116764296,0.065411437,0.141757322,0.966638194,0.748405675,0.130483909,0.098337772,0.1540625,male
0.163449141,0.080887512,0.147741331,0.098931584,0.152596064,0.960501851,0.715570527,0.163449141,0.126163243,0.326239224,male
0.158351723,0.088781031,0.140529634,0.076738125,0.179369483,0.941863633,0.599405156,0.158351723,0.129129178,0.368790064,male
0.194226394,0.0653371,0.203145104,0.137698356,0.120686204,0.902564585,0.4174511,0.194226394,0.126885306,0.645833333,male
0.183167358,0.076998697,0.180875912,0.130462287,0.127055961,0.928583882,0.539688442,0.183167358,0.124997378,0.445572917,male
0.166508275,0.072547769,0.152969825,0.126437268,0.115616728,0.948443181,0.651537207,0.166508275,0.111285548,0.479492188,male
0.190603691,0.067508165,0.179458375,0.133681043,0.124272818,0.909427751,0.403200044,0.190603691,0.128034324,0.593303571,male
0.174151584,0.075432095,0.156328066,0.128306998,0.12303988,0.939429853,0.623890324,0.174151584,0.129089941,0.2890625,male
0.173094592,0.078937918,0.154168096,0.124711264,0.128873642,0.933829079,0.562797801,0.173094592,0.132628339,0.4278125,male
0.180052131,0.074080927,0.159081164,0.131638591,0.127064829,0.920589846,0.524414837,0.180052131,0.131712826,0.318709936,male
0.187741397,0.06314109,0.176691627,0.137808033,0.115507148,0.922335592,0.463953588,0.187741397,0.132163571,0.372896635,male
0.174623241,0.088853059,0.198173516,0.10739726,0.147884323,0.926626763,0.614030123,0.174623241,0.114102047,0.288574219,male
0.195126971,0.070298019,0.194924039,0.149383378,0.107095621,0.924806353,0.543857552,0.195126971,0.132863118,0.479166667,male
0.187102575,0.069162664,0.194279661,0.146228814,0.099364407,0.942871864,0.617207386,0.187102575,0.131937847,0.270733173,male
0.179253335,0.087959729,0.192786885,0.123934426,0.131862891,0.916256498,0.573846699,0.179253335,0.12331233,0.5984375,male
0.183001514,0.062595696,0.197838983,0.165211864,0.048940678,0.916782129,0.551162529,0.183001514,0.171643618,0.47265625,male
0.204096023,0.067199145,0.225319865,0.167811448,0.094747475,0.906929,0.446186467,0.204096023,0.130455177,0.25390625,male
0.187881443,0.072889682,0.220542169,0.12313253,0.118493976,0.910193058,0.516566878,0.187881443,0.122244328,0.322395833,male
0.170904352,0.055954235,0.185459496,0.119891082,0.097399592,0.901721279,0.337573303,0.170904352,0.117811192,0.202636719,male
0.169310404,0.055437867,0.186980656,0.121042893,0.090664424,0.90234792,0.351130452,0.169310404,0.11518075,0.214133523,male
0.167901403,0.059537133,0.155301328,0.120122574,0.1026762,0.891240266,0.336755307,0.167901403,0.094817045,0.258789063,male
0.169667926,0.054223565,0.183927765,0.122197141,0.095018811,0.903492647,0.340566563,0.169667926,0.103282233,0.239762931,male
0.172242859,0.054806468,0.188347458,0.127245763,0.075932203,0.875926547,0.342791543,0.172242859,0.094400516,0.241365132,male
0.169736247,0.059058745,0.179654255,0.118776596,0.101835106,0.892121333,0.336294751,0.169736247,0.125937251,0.140625,male
0.16879083,0.055143523,0.185035743,0.121652105,0.085845909,0.91004503,0.369568127,0.16879083,0.104965046,0.240149457,male
0.169100156,0.054076484,0.183929619,0.120498534,0.09340176,0.900882127,0.333114349,0.169100156,0.102248106,0.221235795,male
0.165101812,0.061434706,0.143542354,0.119823982,0.101034103,0.886586059,0.359122067,0.165101812,0.085566878,0.06875,male
0.169299933,0.060587118,0.176239782,0.119019074,0.103760218,0.873493633,0.279631783,0.169299933,0.102431715,0.206414474,male
0.161798948,0.070732062,0.175096419,0.106446281,0.117438017,0.961454703,0.701337319,0.161798948,0.098397466,0.404903017,male
0.141996009,0.077729686,0.142815356,0.082925046,0.120036563,0.973287431,0.78358825,0.141996009,0.095639679,0.312872024,male
0.151755275,0.070109507,0.172265625,0.09515625,0.107369792,0.950210001,0.661866724,0.151755275,0.098608875,0.184895833,male
0.155791036,0.072955158,0.158460278,0.101588862,0.114201474,0.9726165,0.779599755,0.155791036,0.118590378,0.424715909,male
0.132078768,0.083579119,0.121049724,0.053950276,0.147541436,0.974281933,0.776759484,0.132078768,0.110245385,0.498934659,male
0.156413666,0.076329043,0.147649007,0.10384106,0.124238411,0.969736217,0.755511823,0.156413666,0.116346471,0.21640625,male
0.134505932,0.084255138,0.123855025,0.051894563,0.16398682,0.971676347,0.768141347,0.134505932,0.10678625,0.258184524,male
0.16941184,0.075230008,0.165850622,0.117053942,0.126348548,0.957456524,0.704162959,0.16941184,0.111483972,0.25625,male
0.155245844,0.072312298,0.170056497,0.101242938,0.113581921,0.960913011,0.705631792,0.155245844,0.099438447,0.333079268,male
0.149886883,0.076085131,0.147526882,0.095913978,0.110967742,0.969179058,0.753901263,0.149886883,0.114710122,0.2578125,male
0.159722449,0.07681216,0.163371151,0.097568882,0.128200972,0.965916991,0.729219164,0.159722449,0.103969451,0.595880682,male
0.157421446,0.080334371,0.157066911,0.101631531,0.126526123,0.970940541,0.762333874,0.157421446,0.120527406,0.444602273,male
0.170624946,0.072667479,0.185301645,0.116709324,0.114661792,0.963755815,0.717781207,0.170624946,0.123096334,0.818256579,male
0.11384848,0.077840058,0.099140475,0.043643361,0.14547787,0.965313093,0.715838487,0.11384848,0.111043177,0.444824219,male
0.167498444,0.072582748,0.192614652,0.109231686,0.117403216,0.954933164,0.673121636,0.167498444,0.104260377,0.402455357,male
0.165146872,0.07069516,0.177700787,0.110456693,0.115968504,0.958910214,0.677621878,0.165146872,0.110622698,0.24453125,male
0.146445288,0.081916202,0.143783784,0.086774775,0.125621622,0.968319785,0.745048341,0.146445288,0.112855417,0.355282738,male
0.169186048,0.06576805,0.180209644,0.114465409,0.106834382,0.94937934,0.600748275,0.169186048,0.114003963,0.411764706,male
0.136065631,0.083185706,0.133696498,0.055097276,0.154241245,0.981996589,0.831346867,0.136065631,0.099249586,0.440272177,male
0.157534008,0.072466278,0.16618705,0.103405276,0.121870504,0.956395197,0.688634459,0.157534008,0.095537202,0.490885417,male
0.156780763,0.06929707,0.165758276,0.101308699,0.111008468,0.963429519,0.721719878,0.156780763,0.09338787,0.339988426,male
0.159333403,0.078427685,0.168960915,0.098226883,0.127321258,0.963302216,0.720682103,0.159333403,0.109994169,0.260850694,male
0.164565495,0.066691594,0.170044524,0.118682102,0.101727516,0.961162599,0.700490779,0.164565495,0.119315238,0.194957386,male
0.146240822,0.078153554,0.159084843,0.083279314,0.138265014,0.96790055,0.744772749,0.146240822,0.100752018,0.657226563,male
0.138546156,0.076228128,0.129991174,0.072656664,0.132956752,0.974481291,0.778516907,0.138546156,0.107425402,0.176432292,male
0.1414194,0.073749274,0.140325834,0.083413499,0.124685803,0.967773884,0.748328142,0.1414194,0.107724728,0.412860577,male
0.135681636,0.077021847,0.147956132,0.078165503,0.116969093,0.968273217,0.76628791,0.135681636,0.108887413,0.280838816,male
0.161037848,0.07342577,0.166242578,0.104732824,0.115894826,0.969534221,0.746184314,0.161037848,0.103929969,0.388764881,male
0.11244771,0.084363657,0.105628743,0.029844311,0.15257485,0.966289356,0.772289112,0.11244771,0.120958777,0.977864583,male
0.155223573,0.073200966,0.143864119,0.10403397,0.111762208,0.951795127,0.675391336,0.155223573,0.093939382,0.1975,male
0.16241055,0.059952247,0.143589744,0.119013807,0.101065089,0.891543118,0.363008059,0.16241055,0.101049942,0.11328125,male
0.124929626,0.081682506,0.113690566,0.057267925,0.143275472,0.97653297,0.826099138,0.124929626,0.124463212,0.6484375,male
0.141964824,0.081082372,0.127905759,0.074397906,0.138167539,0.974900151,0.813087595,0.141964824,0.103186991,0.691002155,male
0.176505734,0.07668095,0.194155689,0.114347305,0.131113772,0.941808963,0.625043088,0.176505734,0.12295792,0.454769737,male
0.160625873,0.067135435,0.153333333,0.108985507,0.106086957,0.946448713,0.622826359,0.160625873,0.104068101,0.421519886,male
0.156032242,0.078128898,0.143531326,0.105484133,0.123482506,0.960077477,0.716881984,0.156032242,0.111527994,0.656828704,male
0.074675083,0.072947218,0.042768999,0.017065463,0.114191121,0.933538415,0.601207082,0.074675083,0.178502971,0.588216146,male
0.092578894,0.08028919,0.066576373,0.016433409,0.150218209,0.931496215,0.61767458,0.092578894,0.160001733,0.698016827,male
0.101277916,0.075060941,0.080671506,0.033793103,0.136823956,0.958994007,0.690903818,0.101277916,0.169233612,0.721467391,male
0.091436335,0.077061715,0.07037234,0.023457447,0.130505319,0.956468055,0.731009249,0.091436335,0.161465728,0.776278409,male
0.137206217,0.07519925,0.168462516,0.056747141,0.138043202,0.937676655,0.609028148,0.137206217,0.16819385,1.289508929,male
0.152670015,0.067368394,0.174696707,0.112097054,0.08322357,0.940401168,0.664616123,0.152670015,0.160875719,0.971153846,male
0.171712871,0.061670947,0.189893617,0.152659574,0.055106383,0.920935715,0.553174351,0.171712871,0.177865655,1.133854167,male
0.143808839,0.078842733,0.177024042,0.074957765,0.126081871,0.946048052,0.660669551,0.143808839,0.169235678,1.620738636,male
0.152846475,0.070184566,0.174979989,0.115906232,0.084208119,0.953125234,0.714829575,0.152846475,0.179050678,0.801930147,male
0.151462714,0.067562061,0.175596107,0.105085158,0.092141119,0.932010014,0.594162661,0.151462714,0.17776974,1.411458333,male
0.138446489,0.079346105,0.13830156,0.094870017,0.116221837,0.951546634,0.675555848,0.138446489,0.124298152,0.104256466,male
0.157952768,0.076576666,0.163355577,0.10650143,0.121182078,0.930487378,0.593443997,0.157952768,0.104608079,0.250269397,male
0.097986194,0.079748818,0.08596324,0.022300885,0.134567733,0.959707353,0.748812704,0.097986194,0.104385643,0.289641204,male
0.141078076,0.08556424,0.130392157,0.069313725,0.155784314,0.961655424,0.729774479,0.141078076,0.110159204,0.438100962,male
0.146505988,0.080459804,0.140555997,0.095853852,0.119428118,0.958059426,0.708361137,0.146505988,0.120496281,0.350883152,male
0.158623392,0.07062108,0.155127119,0.108262712,0.111525424,0.950714177,0.657429942,0.158623392,0.103740105,0.1953125,male
0.159791678,0.070598607,0.161059322,0.109449153,0.110635593,0.949564453,0.667946071,0.159791678,0.111993691,0.380859375,male
0.113668887,0.084121099,0.096325823,0.037365685,0.167660312,0.958252811,0.715288972,0.113668887,0.11449409,0.215820313,male
0.15117135,0.075571116,0.156217009,0.101612903,0.115571848,0.952030967,0.671322319,0.15117135,0.113307281,0.297619048,male
0.16133255,0.078150303,0.167222222,0.108202614,0.121013072,0.957529972,0.678299138,0.16133255,0.124321809,0.500651042,male
0.127479757,0.067120829,0.111466276,0.093812317,0.091554252,0.93003109,0.598872747,0.127479757,0.07173922,0.151726974,male
0.155192655,0.065445315,0.142237174,0.104087468,0.109974769,0.930958822,0.556836342,0.155192655,0.101183134,0.481770833,male
0.146755192,0.065160833,0.123288063,0.099270908,0.100471766,0.91933536,0.552073178,0.146755192,0.095700064,0.578125,male
0.155219091,0.070497564,0.148788067,0.097973897,0.114505904,0.949192676,0.631025569,0.155219091,0.101875593,0.427283654,male
0.165368523,0.046280374,0.181143617,0.127340426,0.071489362,0.891819759,0.21301275,0.165368523,0.115972115,0.558919271,male
0.174185612,0.052363961,0.182446809,0.124734043,0.097367021,0.918020888,0.249337398,0.174185612,0.125267616,0.89765625,male
0.171727314,0.049487021,0.152969825,0.133107464,0.083451562,0.909150765,0.213391433,0.171727314,0.120800724,0.650505515,male
0.176459314,0.050675103,0.187041123,0.129047141,0.089588766,0.917160398,0.205177135,0.176459314,0.114118692,0.519314236,male
0.177694879,0.050392319,0.191952535,0.128824164,0.090614887,0.915823507,0.234360075,0.177694879,0.115067414,0.944196429,male
0.176352183,0.050409527,0.191789594,0.12759291,0.088210406,0.917414449,0.229564026,0.176352183,0.117233398,0.688519022,male
0.156120752,0.063648596,0.176964657,0.095661816,0.099154539,0.887308115,0.389774877,0.156120752,0.099670888,0.596976902,male
0.152185584,0.063314489,0.156973149,0.096143206,0.105711961,0.893312576,0.424896475,0.152185584,0.097133069,0.511067708,male
0.152266537,0.063457391,0.150836591,0.096325254,0.100265833,0.885277463,0.398488488,0.152266537,0.095382198,0.560191761,male
0.149790787,0.061139778,0.147068404,0.097361564,0.099641694,0.883206856,0.416029644,0.149790787,0.102147018,0.466889881,male
0.155785368,0.059311306,0.165123288,0.099534247,0.098383562,0.908597418,0.421649817,0.155785368,0.099035819,0.609421503,male
0.156147038,0.060379926,0.147893175,0.105103858,0.105727003,0.912332255,0.489013329,0.156147038,0.110410356,0.830502717,male
0.149948362,0.060130066,0.133173461,0.09736211,0.098033573,0.897885373,0.418336326,0.149948362,0.094895148,0.313895089,male
0.159003324,0.060682749,0.148887057,0.104336356,0.105259687,0.915975477,0.438488346,0.159003324,0.100360095,0.572916667,male
0.159321346,0.063010311,0.181556196,0.098645533,0.099654179,0.867334606,0.315548268,0.159321346,0.100271313,0.480143229,male
0.156240402,0.063787048,0.17276131,0.095881435,0.098720749,0.888508625,0.37750099,0.156240402,0.098262724,0.425914418,male
0.150051976,0.057223798,0.149064748,0.098033573,0.098033573,0.856594272,0.358090995,0.150051976,0.096564298,0.305059524,male
0.150672157,0.060745195,0.145728314,0.098527005,0.101047463,0.885867935,0.401103012,0.150672157,0.097339319,0.343889509,male
0.151921813,0.058063399,0.156683938,0.098238342,0.099896373,0.89198311,0.403200384,0.151921813,0.109455888,0.400878906,male
0.153062675,0.059616088,0.137856567,0.100177276,0.103110395,0.902960231,0.424030738,0.153062675,0.109356248,0.561988467,male
0.150139716,0.061395997,0.146625291,0.096229635,0.097967417,0.885942365,0.412892569,0.150139716,0.099490031,0.543767756,male
0.155867356,0.06009647,0.154450085,0.101624365,0.106125212,0.906637816,0.41899882,0.155867356,0.10214847,0.470947266,male
0.15513013,0.062940297,0.170398818,0.095745938,0.098227474,0.888958608,0.416013828,0.15513013,0.096315741,0.469415838,male
0.153817457,0.058904708,0.162708333,0.102083333,0.100208333,0.896026024,0.445363094,0.153817457,0.105999073,0.520600818,male
0.153715933,0.060092162,0.155698925,0.098924731,0.100645161,0.888124339,0.390979855,0.153715933,0.096178161,0.438787287,male
0.153085133,0.067094041,0.159739201,0.091735941,0.097212714,0.892878161,0.409349008,0.153085133,0.092267547,0.313895089,male
0.157644191,0.0606787,0.175899931,0.097095205,0.100597637,0.898705802,0.42084628,0.157644191,0.097985071,0.420735677,male
0.155181094,0.067148874,0.163962127,0.088710852,0.108084487,0.897770162,0.411581729,0.155181094,0.079302139,0.337338655,male
0.153942991,0.061756643,0.163752932,0.096763096,0.10179828,0.892001762,0.422900722,0.153942991,0.096414969,0.389071378,male
0.153964545,0.060739038,0.159519231,0.098717949,0.100961538,0.900474737,0.408400323,0.153964545,0.095803342,0.432477679,male
0.157915103,0.06210261,0.176599251,0.096479401,0.100254682,0.893060874,0.424735503,0.157915103,0.094727556,0.348378057,male
0.162173227,0.06188392,0.180823723,0.102635914,0.11324547,0.903632295,0.394809005,0.162173227,0.093961141,0.367838542,male
0.156166413,0.062736235,0.171741742,0.096276276,0.098588589,0.883183001,0.391122109,0.156166413,0.095125004,0.364435369,male
0.162064967,0.062204698,0.174970954,0.104099585,0.110605809,0.910273319,0.421143906,0.162064967,0.095149206,0.270414807,male
0.152736966,0.06216261,0.157375178,0.094864479,0.096661912,0.889844067,0.411598225,0.152736966,0.090785598,0.463018003,male
0.154292082,0.059307236,0.15755627,0.09903537,0.101511254,0.892388527,0.426589787,0.154292082,0.098489998,0.525483631,male
0.156767005,0.057687665,0.158747063,0.104150352,0.102176977,0.881434456,0.395987359,0.156767005,0.103780966,0.57686942,male
0.154152442,0.062903295,0.155919732,0.097859532,0.102073579,0.895739289,0.409560881,0.154152442,0.095919269,0.422119141,male
0.149878324,0.06134923,0.15879056,0.09560472,0.10159292,0.909932822,0.44782123,0.149878324,0.099987225,0.40399966,male
0.150108823,0.059021738,0.135362776,0.099810726,0.103123028,0.905954123,0.439216143,0.150108823,0.100916782,0.557528409,male
0.149456887,0.060192128,0.130903328,0.098288431,0.098732171,0.888853402,0.39665771,0.149456887,0.10181972,0.403941761,male
0.152130599,0.063066,0.131577236,0.099707317,0.10699187,0.90394931,0.434983393,0.152130599,0.091686996,0.465029762,male
0.151531524,0.058070547,0.15125731,0.098245614,0.097631579,0.893303201,0.40768111,0.151531524,0.095422914,0.519064198,male
0.157614967,0.058150556,0.165837838,0.102702703,0.101405405,0.909152693,0.44844967,0.157614967,0.10379948,0.658069957,male
0.151472179,0.058072406,0.143637713,0.099985152,0.099153675,0.898197616,0.419743297,0.151472179,0.102645049,0.562411222,male
0.155263815,0.062907872,0.151832636,0.101221757,0.107313808,0.905249437,0.44430149,0.155263815,0.097131713,0.439453125,male
0.15651506,0.063930575,0.172399151,0.095116773,0.099674452,0.906055795,0.452211622,0.15651506,0.107234291,0.68975034,male
0.155523799,0.059280408,0.163052209,0.10075502,0.101879518,0.895831445,0.412755516,0.155523799,0.099888198,0.434337798,male
0.151684444,0.060857901,0.146605784,0.09674277,0.099086758,0.892648918,0.422863428,0.151684444,0.102077223,0.520600818,male
0.153086879,0.062741552,0.149968354,0.098575949,0.103892405,0.893399501,0.422655099,0.153086879,0.10446892,0.471635298,male
0.151356431,0.062224163,0.14982808,0.09487106,0.098080229,0.892498338,0.410618769,0.151356431,0.100183951,0.449855639,male
0.151334349,0.057378313,0.139784284,0.102033898,0.101386749,0.895498115,0.417326038,0.151334349,0.111854901,0.593145461,male
0.147805726,0.06246564,0.13106383,0.095531915,0.095957447,0.91038117,0.466958126,0.147805726,0.089967081,0.322931463,male
0.14793662,0.058077563,0.137516129,0.098677419,0.098903226,0.879665489,0.406525927,0.14793662,0.099679263,0.421781994,male
0.159023393,0.065190928,0.175967633,0.094592043,0.101766689,0.896247556,0.406344317,0.159023393,0.093707274,0.414632161,male
0.155586913,0.060044654,0.161151079,0.101167066,0.105643485,0.905334441,0.429374428,0.155586913,0.100835322,0.373651414,male
0.151272283,0.063319439,0.139490168,0.094420976,0.09809177,0.891534344,0.395373316,0.151272283,0.094115548,0.33372962,male
0.148920935,0.061141871,0.135841584,0.094950495,0.097953795,0.898404175,0.42269681,0.148920935,0.092334765,0.294131324,male
0.168052375,0.057331903,0.178330893,0.110688141,0.096749634,0.924868334,0.427081015,0.168052375,0.107049347,0.299045139,male
0.163779193,0.058915475,0.165476603,0.112582322,0.103362218,0.934391264,0.48477109,0.163779193,0.109519086,0.934375,male
0.178051399,0.061258341,0.186579439,0.122990654,0.108859813,0.943048486,0.476213251,0.178051399,0.102100231,0.568865741,male
0.159451663,0.065154675,0.169570093,0.10388785,0.104934579,0.951344667,0.678931118,0.159451663,0.102025736,0.403556034,male
0.167684731,0.061149033,0.174619565,0.111086957,0.109184783,0.93595514,0.497411704,0.167684731,0.092510449,0.904513889,male
0.160450209,0.062497879,0.168462116,0.100195049,0.102505626,0.939591075,0.562566608,0.160450209,0.095361877,0.733928571,male
0.167116728,0.058038895,0.182020498,0.107408492,0.104128843,0.913573206,0.421615478,0.167116728,0.094746761,0.611111111,male
0.158040662,0.071937253,0.14813278,0.108630705,0.117344398,0.957729834,0.736561642,0.158040662,0.094828405,0.525568182,male
0.163541347,0.061634106,0.171577928,0.107879961,0.107608906,0.943896798,0.566974642,0.163541347,0.094893816,0.583125,male
0.16243893,0.059944088,0.167797101,0.109971014,0.098405797,0.949240143,0.607524027,0.16243893,0.095971357,0.986979167,male
0.160560925,0.059973166,0.16816568,0.099684418,0.098303748,0.9265954,0.473015631,0.160560925,0.093142065,0.309375,male
0.170136012,0.0600674,0.181679389,0.109435115,0.109435115,0.908573148,0.437559996,0.170136012,0.095223056,0.573350694,male
0.168854214,0.060912608,0.181869159,0.108074766,0.106504673,0.936688689,0.529282088,0.168854214,0.101996718,0.525390625,male
0.17546984,0.060201492,0.187631579,0.114736842,0.107894737,0.937291339,0.477382814,0.17546984,0.094562579,0.650752315,male
0.168884882,0.059111555,0.177581121,0.11480826,0.099528024,0.933649917,0.456649667,0.168884882,0.102131131,0.378676471,male
0.159195299,0.058803536,0.168405797,0.10115942,0.097971014,0.935981378,0.537196987,0.159195299,0.107601523,1.01171875,male
0.165598298,0.059191045,0.175844156,0.110909091,0.098701299,0.940522796,0.529781496,0.165598298,0.090731233,1.147898707,male
0.157276534,0.062267039,0.172053872,0.099461279,0.101346801,0.933378039,0.608263588,0.157276534,0.088246598,0.177604167,male
0.165461619,0.059222586,0.173419355,0.108086022,0.10116129,0.936470992,0.509377908,0.165461619,0.107460252,0.701171875,male
0.169633438,0.057877214,0.189330025,0.106650124,0.103176179,0.907188006,0.415658026,0.169633438,0.096447493,0.174479167,male
0.16601842,0.05828329,0.17713446,0.109037472,0.103688464,0.935345627,0.509350269,0.16601842,0.097316619,0.469805743,male
0.169553706,0.056786989,0.185714286,0.109795918,0.09877551,0.917171197,0.439120979,0.169553706,0.089936067,0.338975694,male
0.165976877,0.057357705,0.174283698,0.110656316,0.10136909,0.940428258,0.480574096,0.165976877,0.095782326,0.61402027,male
0.158721583,0.06070911,0.171151358,0.10087969,0.101060802,0.939419073,0.585031342,0.158721583,0.093762043,0.392485119,male
0.162895858,0.059463839,0.175783926,0.104953887,0.100895916,0.939312248,0.540445959,0.162895858,0.099938472,0.798363095,male
0.164228316,0.061163147,0.1709375,0.1053125,0.1034375,0.941115247,0.528956605,0.164228316,0.090841074,0.896809896,male
0.165911923,0.057054238,0.17877551,0.106938776,0.101428571,0.925395538,0.433663365,0.165911923,0.09806897,0.551809211,male
0.165454626,0.057518281,0.175461201,0.110073206,0.097364568,0.938387449,0.475869687,0.165454626,0.093656577,0.707981419,male
0.168504576,0.058453909,0.173518091,0.112948422,0.101524249,0.942891729,0.485338761,0.168504576,0.095611283,1.08984375,male
0.165658876,0.060266568,0.174855967,0.106296296,0.101687243,0.929765199,0.525730789,0.165658876,0.088102276,0.543125,male
0.166233549,0.05991478,0.167602131,0.112895204,0.099964476,0.948220742,0.535740285,0.166233549,0.110690836,0.896614583,male
0.158367824,0.063235061,0.165843293,0.103001328,0.105976096,0.953462056,0.662515725,0.158367824,0.101888217,0.454101563,male
0.172390938,0.061312573,0.177511962,0.114545455,0.108516746,0.945400239,0.50592858,0.172390938,0.096194591,0.593039773,male
0.166689475,0.060382798,0.174316163,0.111900533,0.104689165,0.941057827,0.497156381,0.166689475,0.093940737,0.604795259,male
0.163515128,0.060054942,0.164383562,0.113972603,0.096986301,0.946957501,0.555714385,0.163515128,0.104607685,0.450721154,male
0.165899508,0.059150924,0.175230914,0.108727615,0.103713478,0.937855316,0.534495503,0.165899508,0.106505263,0.695870536,male
0.16979763,0.05829892,0.183141994,0.109758308,0.104682779,0.926255096,0.415543909,0.16979763,0.095641652,0.623046875,male
0.171958807,0.058045297,0.179304813,0.116042781,0.101818182,0.930058503,0.477425904,0.171958807,0.095896396,0.68984375,male
0.153896474,0.06837324,0.170757576,0.101287879,0.108712121,0.947456685,0.678546243,0.153896474,0.106672741,0.729073661,male
0.175527574,0.058275429,0.188283828,0.11689769,0.108580858,0.921925226,0.392120127,0.175527574,0.097599167,0.420166016,male
0.165048683,0.060077527,0.1780876,0.105885256,0.10553979,0.933683462,0.511419445,0.165048683,0.096536702,0.696402616,male
0.166046094,0.057188336,0.177352342,0.10892057,0.099226069,0.931908267,0.444205855,0.166046094,0.095105321,0.48125,male
0.162336773,0.058206383,0.174064698,0.100225035,0.09628692,0.921532865,0.426868049,0.162336773,0.095852405,0.406032986,male
0.167254701,0.058456464,0.176680708,0.110631845,0.100016849,0.938019373,0.465095304,0.167254701,0.102844638,0.657258065,male
0.16702127,0.057011244,0.187109005,0.106603476,0.100853081,0.908148409,0.420416232,0.16702127,0.100181121,0.352539063,male
0.166973594,0.059211731,0.178650307,0.102685753,0.099822768,0.907266301,0.380134954,0.166973594,0.099267949,0.521289063,male
0.168148745,0.059978687,0.168992537,0.111791045,0.103432836,0.938179643,0.46407158,0.168148745,0.102813475,0.539601293,male
0.171168597,0.058154899,0.185612903,0.111096774,0.107032258,0.925691716,0.441864107,0.171168597,0.090458847,0.921401515,male
0.165862875,0.058405907,0.18156074,0.107449718,0.099115044,0.928958413,0.472284269,0.165862875,0.09800783,0.841064453,male
0.163001802,0.058707143,0.17399177,0.103127572,0.10255144,0.930425791,0.481642736,0.163001802,0.108705968,0.655625,male
0.166741898,0.058613397,0.175333333,0.112222222,0.106222222,0.934789464,0.492509367,0.166741898,0.11238066,0.602008929,male
0.161420942,0.066231168,0.181132075,0.106415094,0.110943396,0.938712231,0.648565119,0.161420942,0.103951339,0.794270833,male
0.169331509,0.059449407,0.174708112,0.112721759,0.103805914,0.938707717,0.464442649,0.169331509,0.098357648,0.740848214,male
0.169796447,0.061885618,0.181503132,0.110480167,0.108726514,0.938945775,0.574296742,0.169796447,0.10666652,0.443684896,male
0.17630932,0.05955504,0.190719603,0.118461538,0.109776675,0.924788476,0.466217216,0.17630932,0.106554322,0.348828125,male
0.172459445,0.059077863,0.178675283,0.111728595,0.102229402,0.919637004,0.36073726,0.172459445,0.091119875,0.348144531,male
0.170752494,0.057956567,0.182833676,0.115564682,0.097453799,0.924298156,0.406651613,0.170752494,0.108997908,0.591045673,male
0.164848568,0.058071907,0.1788,0.1034,0.102,0.92569558,0.412915476,0.164848568,0.092866224,0.301432292,male
0.168243127,0.056049552,0.177323498,0.10975764,0.097660695,0.921736475,0.379060536,0.168243127,0.104901403,0.6871875,male
0.169341633,0.066742974,0.180322581,0.109677419,0.117096774,0.943721018,0.610793611,0.169341633,0.091425928,0.759943182,male
0.165553011,0.056395524,0.182367116,0.105173636,0.101800142,0.915375613,0.408378543,0.165553011,0.098589335,0.8671875,male
0.165439339,0.058030049,0.181621622,0.103843844,0.095435435,0.909782239,0.46237789,0.165439339,0.103017102,1.125434028,male
0.172235456,0.061148406,0.17998115,0.117700283,0.105032988,0.943536738,0.504262202,0.172235456,0.106113736,0.738839286,male
0.166580213,0.058080263,0.183568465,0.108630705,0.103983402,0.907748661,0.496538392,0.166580213,0.107543679,0.169471154,male
0.159346917,0.060201785,0.169939247,0.103256379,0.099513973,0.942560562,0.576993051,0.159346917,0.097703703,0.888494318,male
0.168424394,0.058087543,0.183101124,0.11105618,0.106337079,0.926773861,0.446893236,0.168424394,0.099661371,0.478841146,male
0.173225139,0.057845199,0.189988877,0.117107898,0.101535039,0.921118028,0.434303837,0.173225139,0.108406033,0.816915761,male
0.164942112,0.057950186,0.170754877,0.111145038,0.098083121,0.941825894,0.515561766,0.164942112,0.098031026,0.433971774,male
0.169951091,0.058801539,0.179330739,0.113743191,0.100669261,0.934682876,0.465466912,0.169951091,0.094131144,0.911764706,male
0.165341492,0.058728055,0.17600823,0.103127572,0.099670782,0.925327714,0.468859566,0.165341492,0.091480993,0.2865625,male
0.162046927,0.059954503,0.172745763,0.107570621,0.101242938,0.937674888,0.558937635,0.162046927,0.10117864,1.001420455,male
0.149864156,0.068282709,0.162195122,0.093560976,0.113365854,0.956283251,0.720948329,0.149864156,0.108321224,0.62109375,male
0.16831705,0.061271291,0.173125,0.1121875,0.1084375,0.939593951,0.558679055,0.16831705,0.107576617,0.553710938,male
0.157992576,0.059855281,0.166570973,0.094226475,0.09645933,0.901595511,0.454409159,0.157992576,0.083562098,0.522949219,male
0.174645539,0.063535329,0.182973262,0.116491979,0.113497326,0.931257029,0.541199061,0.174645539,0.095959687,0.311523438,male
0.175235662,0.058124984,0.1928125,0.1165625,0.105,0.92079127,0.449500348,0.175235662,0.109784798,0.935461957,male
0.173665778,0.059837238,0.191988596,0.114554526,0.10637206,0.931155094,0.487284755,0.173665778,0.105569602,0.625422297,male
0.161859039,0.063807653,0.170709079,0.110033135,0.106693174,0.947075538,0.631759224,0.161859039,0.096395688,0.545117188,male
0.161131594,0.058329692,0.17030137,0.09947032,0.095378995,0.919443647,0.465251763,0.161131594,0.093313401,0.509375,male
